Overall Qual,Gr Liv Area,Lot Area,Kitchen Qual,Overall Cond,Exter Qual,Year Built,Total SF,Total Baths,SalePrice
6,1889,8658,3,5,3,2000,2871.0,2.5,12.278397958261774
8,1607,2645,4,5,4,1999,2567.0,3.5,12.206077645517674
7,1576,8125,4,5,4,2006,2346.0,2.5,12.190964083849375
5,1040,6240,3,7,3,1936,1568.0,1.0,11.727238138609684
6,1431,9150,3,5,3,1962,2530.0,1.5,12.013706813470414
8,1517,11435,4,7,3,1929,2309.0,1.0,12.345838935721968
5,1716,5687,2,6,3,1912,2496.0,3.0,11.819681958463892
5,1342,9280,3,6,3,1951,2684.0,2.0,11.736077016252437
6,958,4928,3,6,3,1976,1916.0,2.0,11.87583791515714
5,1314,8400,3,6,3,1957,2628.0,2.0,11.884495917930655
7,1674,7500,4,5,4,2000,2488.0,3.5,12.283038316285214
6,1324,3068,3,8,3,1920,1986.0,1.5,11.711784520403112
6,1616,5400,4,7,3,1926,2765.0,2.0,11.931642378754141
6,1236,7006,3,6,3,1925,2004.0,3.0,11.751950239425476
6,1658,8000,3,5,3,1995,2431.0,3.5,12.144202560946876
5,1866,9482,3,4,3,1958,3732.0,2.0,11.813037464800539
6,1496,15810,4,5,4,2007,2264.0,3.0,12.110420407230512
5,1040,7560,3,5,3,1959,2080.0,1.0,11.803361242493628
5,808,6120,3,6,3,1945,808.0,1.0,11.305913595583258
8,1935,8004,3,5,4,2009,2767.0,3.5,12.481565733211923
6,1426,7950,3,6,3,1977,2116.0,1.5,11.979805470779858
5,1248,5976,3,7,3,1920,1872.0,2.0,11.445727410406752
6,1515,9024,4,5,4,2004,2304.0,2.5,12.095146671399466
5,1028,8960,3,6,3,1927,2036.0,1.0,11.652696102959753
7,1553,8736,4,5,4,2003,3106.0,3.0,12.365215131251702
7,1873,8883,4,5,4,1988,2802.0,3.5,12.240478903153711
6,1013,5000,3,7,3,1926,2005.0,1.0,11.635151947212842
8,2113,10437,4,6,4,1995,4222.0,3.5,12.765691290604371
4,864,8120,3,7,3,1970,1728.0,1.0,11.732069026983156
4,788,7446,3,5,3,1941,1576.0,1.0,11.51293546492023
5,1297,8532,3,6,3,1954,2594.0,1.5,11.938199736300925
7,1720,11645,4,5,4,2004,2580.0,2.5,12.188422799337028
8,1742,17671,4,9,4,1882,2658.0,1.5,12.031725210748633
6,1350,10140,3,5,3,1974,2414.0,2.0,12.013706813470414
6,1229,1300,3,6,3,1980,1790.0,1.5,11.728044909070785
6,1024,10533,4,6,3,1956,2032.0,2.0,11.967187086434018
5,1604,8267,3,5,3,1958,3208.0,2.0,11.813037464800539
6,1199,7892,4,5,4,1993,2398.0,2.0,11.944064817531656
5,1340,9060,3,6,3,1957,1340.0,1.0,11.695255355062795
8,2262,12244,4,5,4,2003,3744.0,3.5,12.628070334272698
8,1874,9428,4,5,4,2007,2829.0,3.5,12.604516495526891
7,1390,8810,4,5,4,2003,2780.0,3.0,12.240478903153711
7,1749,9272,4,5,4,1999,2591.0,2.5,12.185875040240456
7,1670,14859,4,5,4,2006,3340.0,2.0,12.388398368982115
5,1056,13600,3,6,3,1955,2112.0,2.5,11.736077016252437
5,1271,21286,3,5,3,1948,1991.0,2.0,11.813037464800539
5,1734,10125,4,5,3,1977,1734.0,2.0,11.744045122410057
6,1383,11600,3,5,3,1960,2766.0,1.5,11.886218559372042
5,1728,11072,3,5,3,1965,3456.0,2.0,11.884495917930655
5,984,9308,3,5,3,1965,1968.0,1.0,11.744045122410057
9,1980,16737,5,5,4,2004,3960.0,3.0,12.660331092405906
8,1646,9520,4,5,4,2007,3284.0,3.0,12.588194064175278
5,1466,10800,4,8,3,1936,2262.0,2.5,12.04355959836804
6,1470,13869,3,6,3,1997,2264.0,2.5,12.083910661257521
5,672,4800,3,4,3,1940,1344.0,1.0,11.06665398721974
6,1556,17360,3,6,3,1949,2338.0,2.0,12.058158312538197
6,1030,1890,3,7,3,1972,1524.0,1.5,11.661354090741
6,816,11841,3,5,3,1990,1632.0,2.0,11.682676678340282
5,784,6130,4,6,3,1924,1568.0,2.0,11.603688960617083
7,2978,11275,4,7,4,1967,3688.0,2.5,12.396697137361691
6,1906,17500,3,5,3,1954,3216.0,2.5,12.319405795112926
5,1228,8544,4,6,3,1966,2456.0,1.5,11.914054519303125
3,1163,5820,3,8,3,1955,2325.0,2.0,11.745433036677353
6,2294,13200,3,6,3,1963,3035.0,3.0,12.218500103788143
8,3228,12692,4,5,4,1992,6428.0,4.0,12.971542813248437
5,1560,8078,3,5,3,1958,3120.0,2.0,11.76446986680519
6,1096,13014,3,5,3,1978,2104.0,2.0,11.967187086434018
10,1718,12456,5,5,5,2006,3418.0,3.0,12.729323752253295
7,1872,10400,3,5,3,1988,3717.0,2.5,12.394628892852941
8,1456,3196,4,5,4,2003,2729.0,2.0,12.278397958261774
6,1647,6858,2,4,3,1915,2453.0,2.5,11.759793355371237
4,1382,11800,3,7,3,1949,1382.0,2.0,11.608244735642321
7,1726,9416,5,5,5,2007,3452.0,3.0,12.650351332641707
6,987,1680,3,5,3,1973,1470.0,2.5,11.51293546492023
6,1520,9600,3,6,3,1955,2676.0,2.0,11.938199736300925
5,1803,13125,3,4,3,1957,2937.0,3.0,11.951186847493476
5,1800,8000,3,4,3,1961,3600.0,2.0,11.856522261533737
8,1247,3316,4,5,4,2005,2494.0,2.5,12.190964083849375
7,1358,8198,4,5,4,2004,2716.0,3.0,12.240478903153711
5,1126,17400,3,5,3,1977,2252.0,3.0,11.982935344196433
6,1302,9350,4,7,3,1964,2604.0,2.5,11.970356641102999
5,1384,13300,3,5,3,1956,2399.0,2.0,11.976665770490767
5,2274,11600,3,5,3,1960,3379.0,2.0,11.946660519211651
5,1559,8100,3,6,3,1948,3118.0,2.0,11.941462360646149
5,816,11672,3,5,3,1925,1632.0,1.0,11.599112335481124
3,840,5747,2,4,3,1920,1638.0,1.0,11.06665398721974
5,1392,9900,3,4,2,1915,2604.0,2.0,11.51293546492023
5,1558,13710,3,5,3,1950,2468.0,1.5,11.931642378754141
5,1382,12358,3,6,3,1941,1574.0,1.5,11.763691965388299
5,992,8842,3,6,3,1954,1373.0,1.0,11.956918738783733
5,1426,6240,3,7,3,1930,2392.0,1.0,11.788669056507631
5,1040,6897,3,8,3,1962,2080.0,2.5,11.751950239425476
7,1826,2500,5,8,4,1915,2736.0,2.5,11.951186847493476
6,1012,8263,3,5,3,1920,2024.0,1.0,11.681832447342321
8,1034,3907,4,6,4,1989,2016.0,2.0,12.128116509451258
5,1396,9000,3,6,2,1951,2056.0,2.0,11.652696102959753
6,1224,3000,4,5,4,2009,1836.0,2.5,12.065280672855897
7,1187,9556,4,5,3,1992,2355.0,2.0,11.982935344196433
5,894,10650,3,6,3,1976,1788.0,2.0,11.761354623750297
7,1479,10665,4,5,4,2003,2932.0,3.0,12.328294703023394
8,1624,12461,4,5,4,1994,3248.0,3.0,12.476103599529843
7,1080,2403,4,5,4,2003,1610.0,2.5,11.898942682855576
8,2217,15865,4,6,4,1970,4434.0,3.0,12.498745990829315
8,2253,12867,5,5,4,2005,3462.0,2.5,12.74878639539024
9,1866,10110,5,5,5,2008,3724.0,3.0,12.727425661340265
4,864,7200,3,5,3,1950,1440.0,1.0,11.561725152903833
5,1112,9100,3,6,3,1954,2224.0,2.0,11.883115664987255
6,1671,13041,3,5,3,1995,2452.0,2.5,12.04355959836804
8,1970,11065,5,5,4,2006,3055.0,2.5,12.546113507028412
8,1360,5814,4,5,4,1984,2580.0,2.0,12.141539457711714
6,2654,11029,4,7,3,1968,3708.0,3.5,12.429220196836383
7,1662,10625,5,5,4,2006,3314.0,3.0,12.581081982573842
9,2364,12919,5,5,5,2009,4694.0,3.5,13.323928581764989
8,1646,3811,4,5,4,2004,3240.0,3.5,12.413090879946887
5,1053,12180,5,7,3,1938,1638.0,1.5,11.695255355062795
5,1656,6000,3,5,2,1967,2280.0,1.5,11.744045122410057
9,2452,15274,5,5,4,2003,4904.0,4.0,13.005831808336863
4,1588,17120,3,4,3,1959,1588.0,2.0,11.808821212646512
6,1512,2998,4,5,4,2000,2268.0,3.5,12.100717685412471
6,1175,13072,4,5,3,2005,2350.0,2.0,11.891368749982085
7,1978,9900,3,5,3,1968,2810.0,2.5,12.07824495582233
5,954,6305,2,7,3,1938,1874.0,1.0,11.693169865968983
7,1252,2160,4,5,4,1999,1852.0,3.5,11.982935344196433
8,2358,5250,3,5,3,1872,2837.0,2.0,11.711784520403112
4,894,7436,3,7,3,1960,1788.0,2.0,11.860062063178267
8,1651,9178,4,5,4,2007,3294.0,2.0,12.429220196836383
8,2466,11143,4,5,4,2004,4046.0,3.0,12.73670383776449
7,1759,16698,4,5,4,1992,3208.0,3.5,12.360941638737165
5,1192,6402,3,5,3,1920,1788.0,1.0,11.264476926102367
8,2622,12256,4,5,4,1994,4085.0,3.5,12.691583538230217
7,1055,2304,3,7,3,1978,2116.0,2.0,11.86710429621008
5,1287,10429,3,5,3,1992,1911.0,1.5,11.775297421715827
9,1561,7313,5,5,5,2005,3122.0,3.0,12.533579815765737
4,1092,1890,3,6,3,1972,1638.0,1.5,11.356283350762888
8,3112,25419,4,4,4,1918,4080.0,3.5,12.367345048436391
6,1958,7136,3,6,3,1946,2937.0,2.0,11.884495917930655
7,1494,16196,4,5,4,1998,2976.0,3.0,12.278397958261774
5,960,6400,2,7,3,1959,1920.0,2.0,11.788669056507631
6,1549,2280,3,5,3,1999,2293.0,3.5,12.06047445534465
4,1738,12513,3,4,3,1920,2453.0,2.0,11.560772327227417
5,1216,9600,3,5,3,1951,2272.0,2.0,11.813037464800539
6,1376,8850,4,7,3,1920,2144.0,1.0,12.013706813470414
4,1362,7550,3,5,2,1920,2313.0,2.0,11.472113887062386
4,1180,11600,2,5,3,1922,1880.0,1.0,11.83138646878959
5,1355,6221,3,5,3,1941,2083.0,2.0,11.849404844423074
6,1309,10140,4,6,3,1974,2349.0,2.5,12.10625783509458
8,1768,10769,4,5,4,2007,2634.0,2.5,12.264346270624157
4,906,4882,3,7,3,1937,1254.0,1.0,11.373674891823535
7,1753,12352,3,5,4,1998,2606.0,3.5,12.28765724080691
8,1712,16770,4,5,4,2002,3424.0,3.0,12.565497305532237
8,1464,15256,4,5,4,2007,2949.0,3.0,12.552930054797935
5,1287,9830,4,7,3,1959,2350.0,2.0,11.995357787034976
5,1301,6911,2,5,3,1924,2446.0,1.0,11.51293546492023
8,1280,5005,4,5,4,1992,2560.0,2.0,12.162648309521318
7,1795,9316,4,5,4,2005,2674.0,2.5,12.160033942617156
6,1586,17043,3,5,3,1979,2948.0,2.0,12.10625783509458
7,1768,10800,3,7,3,1914,2648.0,1.5,12.001511614739405
5,1392,10000,4,5,4,2002,2833.0,2.0,12.278397958261774
6,1902,8930,3,5,3,1978,1902.0,2.0,11.626263078808801
7,1977,9605,4,5,4,2006,2959.0,2.5,12.429220196836383
5,1096,15870,3,5,3,1969,2192.0,2.0,11.840796531639839
5,864,8172,3,7,3,1955,1728.0,2.0,11.652696102959753
5,1137,8050,3,8,3,1947,1137.0,1.5,11.472113887062386
6,1440,9069,4,8,4,1993,2784.0,4.0,12.32163544049751
9,2690,12350,5,5,4,2009,4055.0,3.5,12.896217824589245
6,856,7890,3,6,3,1939,1712.0,2.0,11.744045122410057
6,1348,7590,3,5,3,1966,2008.0,1.5,11.951186847493476
1,733,14584,2,5,2,1952,733.0,1.0,9.48044384215367
5,1172,9525,3,7,3,1954,2344.0,2.0,11.759793355371237
5,2620,18890,3,5,3,1977,3981.0,3.0,12.154784614286667
5,1656,9246,3,5,3,1973,3312.0,2.0,11.813037464800539
5,1121,8816,3,6,3,1963,2242.0,2.0,11.842236406331555
7,1553,7875,4,5,4,1996,2244.0,2.5,12.0937490549462
4,864,9000,3,7,3,1971,1728.0,1.0,11.775297421715827
6,981,10530,3,5,3,1971,1962.0,2.5,11.872353615355413
5,827,7200,3,7,3,1955,827.0,1.0,11.58525542883217
6,1644,9600,3,5,3,1953,3060.0,2.0,12.025755079404917
7,1452,3735,4,5,4,1999,2143.0,3.5,12.12215284831553
7,1986,8396,4,5,4,2003,2833.0,2.5,12.269052139516223
7,2340,9042,4,9,5,1941,3492.0,2.0,12.493133274926212
10,2020,12220,5,5,5,2009,4026.0,3.5,12.90634935052389
6,1117,7819,3,5,3,1976,2146.0,2.0,11.580593459194764
6,948,10950,3,6,3,1952,1896.0,1.0,11.736077016252437
6,1489,9156,4,7,3,1968,2978.0,2.0,12.132162346145595
6,2559,12128,5,4,4,1989,3427.0,2.5,12.250094315624496
6,2345,16560,3,8,3,1932,3297.0,2.5,12.384223015005313
6,1295,11700,3,5,3,1968,2590.0,2.5,12.00762780434872
6,1552,11475,3,6,3,1975,2265.0,3.5,12.100161978566867
7,2554,10800,3,8,3,1890,3272.0,1.5,11.979805470779858
6,1288,3600,5,7,3,1917,1912.0,2.0,11.686887175419702
6,1220,13001,3,5,3,1971,2845.0,2.5,12.04355959836804
5,1022,7200,3,4,3,1910,2044.0,2.0,11.350418300109132
5,925,9100,3,6,3,1965,1850.0,1.5,11.674202123168433
5,1008,12518,4,7,3,1968,2016.0,1.0,11.845827048676645
6,1092,1477,3,9,3,1970,1638.0,2.5,11.49273296168228
5,1558,6406,3,6,3,1939,2248.0,1.5,11.918397239722838
5,1404,13383,3,5,3,1969,2592.0,2.0,11.982935344196433
7,2125,10990,4,5,4,1996,3189.0,3.5,12.540761149388421
6,1342,6000,3,5,3,1939,2081.0,2.0,11.561725152903833
6,926,9750,3,6,3,1977,1828.0,2.0,11.960498140895073
6,1092,8250,3,7,3,1964,2184.0,2.0,11.884495917930655
8,1511,11454,4,5,4,1995,2912.0,3.0,12.323860125621126
4,858,7340,3,6,3,1971,1716.0,1.0,11.608244735642321
8,2042,12704,5,5,5,2008,4084.0,2.5,12.442306148381938
4,1482,16012,3,4,3,1954,2436.0,2.5,11.736077016252437
4,747,4608,3,6,3,1945,1494.0,1.0,11.289794413577894
7,1744,9453,4,7,4,1993,2740.0,2.5,12.178192583415596
5,864,7130,3,6,3,1967,1728.0,1.5,11.775297421715827
7,1774,6120,3,5,3,1931,2726.0,2.0,11.774527900858468
3,864,8248,3,3,3,1914,1728.0,2.0,11.112462823634855
6,1090,6000,3,8,3,1940,1810.0,1.0,11.695255355062795
7,1861,13450,4,5,4,2002,2777.0,3.5,12.206077645517674
6,1072,3675,3,5,3,2005,1619.0,3.0,11.849404844423074
6,1675,24682,3,5,3,1999,2516.0,2.5,12.10625783509458
5,1632,10457,3,7,4,1969,2416.0,1.5,12.06105265381003
5,1174,12250,3,6,3,1978,2038.0,2.0,11.970356641102999
8,2452,16226,4,5,4,1998,3480.0,2.5,12.495007682693725
6,1930,6876,3,5,3,1927,2650.0,3.0,11.91170829631447
8,1838,11422,4,5,4,2007,3676.0,3.0,12.515397562803473
8,2365,9430,4,5,4,1999,3617.0,3.5,12.727841176689147
7,1061,10778,4,6,4,1990,2115.0,2.5,11.995357787034976
8,1337,5395,4,5,4,1993,2674.0,3.0,12.100717685412471
6,2299,7500,3,5,3,1999,3237.0,3.5,12.225880174775122
7,1573,9808,4,5,4,2002,3146.0,3.0,12.33270970174018
4,874,7200,3,4,3,1971,1738.0,1.5,11.487617913343598
6,1409,6240,3,5,3,1938,2270.0,2.5,11.744045122410057
7,1908,8750,4,5,4,1994,2823.0,3.5,12.25486757159303
7,1494,10652,4,5,4,2006,2988.0,2.0,12.540761149388421
7,1922,7301,4,5,4,2003,1922.0,3.0,12.198549416880068
7,1708,3363,4,5,4,2004,2684.0,2.0,11.775297421715827
8,1818,12568,5,5,4,2007,2713.0,3.5,12.547891278953442
6,1158,13072,4,5,3,2004,2316.0,2.5,11.970356641102999
5,1370,10000,3,6,3,1956,2428.0,2.0,11.904974309480183
7,1626,2448,4,5,4,2003,2390.0,3.5,11.944714374881176
5,1288,6191,3,4,3,1941,2112.0,1.0,11.626263078808801
6,2443,10625,4,5,4,2004,3601.0,2.5,12.487488878546145
6,1469,10320,3,7,3,1906,2225.0,1.0,11.813037464800539
7,1480,8197,4,5,4,2003,2960.0,3.0,12.273735966890268
7,1546,11750,4,5,4,2005,3092.0,2.0,12.28765724080691
7,1295,8239,4,5,4,1986,1295.0,2.0,12.345838935721968
7,1479,7472,4,9,3,1972,2204.0,2.5,12.122696471358964
6,1548,2308,3,5,3,1976,2352.0,2.5,11.891368749982085
6,1465,8402,3,5,3,1998,2254.0,2.5,12.102937429832547
7,1459,8749,4,5,4,2002,2918.0,2.0,12.165255859329688
5,1302,1680,3,5,3,1971,1932.0,2.5,11.626263078808801
7,1611,8400,4,5,4,2005,2395.0,2.5,12.184854116317803
7,1651,8390,3,5,3,1999,2482.0,2.5,12.132969552931216
3,720,6627,3,6,3,1949,720.0,1.0,11.19135563385109
5,912,7800,3,5,3,1964,1824.0,1.0,11.652696102959753
4,672,9340,3,6,3,1941,1344.0,2.0,11.635151947212842
5,816,3672,3,7,3,1922,1632.0,1.0,11.227919807721856
6,1287,9360,3,7,3,1977,2244.0,2.5,12.06105265381003
7,2503,19522,4,5,4,1990,3726.0,3.5,12.611541086966115
6,1165,9020,3,7,3,1966,2292.0,2.5,12.071975378543236
4,1092,1936,3,7,3,1970,1638.0,1.5,11.413116179350727
5,874,9858,3,6,3,1968,1738.0,2.0,11.775297421715827
7,1432,7795,4,5,4,2004,2148.0,3.5,12.146858590895919
6,1262,9600,3,8,3,1976,2524.0,2.5,12.109016442313738
5,1020,6342,3,8,3,1875,1800.0,1.0,11.451060699493427
7,1962,8760,4,5,4,2006,3353.0,2.5,12.387560521575551
8,2063,10750,4,5,4,1994,4087.0,3.0,12.660331092405906
5,1124,8335,3,5,3,1954,1124.0,1.0,11.440365524765756
4,1798,9639,3,8,3,1900,2873.0,2.5,11.827743504053695
7,1504,3182,4,5,4,2005,2850.0,2.0,12.10625783509458
8,1440,11202,4,5,4,2003,2872.0,3.0,12.356649805075568
7,1337,8450,4,5,4,2003,2674.0,3.0,12.128116509451258
8,1321,5118,4,5,4,1990,2633.0,2.0,12.264346270624157
7,1200,10083,4,5,4,2003,2376.0,3.0,12.127575825689417
6,1374,11382,3,5,3,1964,2504.0,1.5,11.898194668458823
6,1728,8791,4,5,4,2003,2592.0,2.5,12.242891437918386
7,1220,7406,4,5,4,2006,2419.0,3.0,12.175618592671356
6,2117,12925,3,7,3,1970,3322.0,2.5,12.377927112974284
4,901,6000,3,7,3,1954,1802.0,1.0,11.588969419043872
4,672,8534,3,4,3,1925,1104.0,1.0,11.184435286790631
8,1228,4671,4,5,4,1988,2456.0,3.0,12.149507585033072
5,1072,3675,3,5,3,2005,1619.0,2.0,11.884495917930655
7,1716,8750,4,5,4,1996,2596.0,2.5,12.160033942617156
8,2687,12720,4,5,4,2000,4142.0,3.5,12.69771850797869
7,1560,9196,4,5,4,2003,3120.0,2.0,12.211065162153215
5,1063,9920,3,5,3,1954,2119.0,2.0,11.759793355371237
7,1226,10402,4,5,3,2009,2452.0,2.0,12.200562492481511
5,1540,6000,4,9,4,1905,2112.0,1.5,11.770671388994348
6,1694,8400,3,5,3,1925,2875.0,2.0,11.824087219587643
6,1456,2308,3,6,3,1975,2311.0,2.5,11.870606902224587
6,2087,12205,4,8,3,1966,2919.0,2.5,12.141539457711714
7,2207,19900,3,5,3,1970,4154.0,3.0,12.100717685412471
7,1394,11950,4,5,4,2003,1778.0,2.5,12.016732516077072
5,793,8480,2,6,3,1945,1586.0,2.0,11.635151947212842
5,1568,9600,3,5,3,1967,3136.0,1.5,11.870606902224587
6,1068,8414,3,8,3,1963,2127.0,1.5,11.947955847790901
6,1501,7685,4,5,3,1993,2198.0,2.5,12.017336559562407
6,1395,12936,3,6,3,1972,2118.0,2.0,11.995357787034976
5,1535,7018,3,5,3,1979,1535.0,2.0,11.685693195625964
8,1584,10440,5,5,5,2007,3158.0,2.0,12.473539255481047
6,1875,10530,4,6,3,1975,2550.0,3.0,12.12541016250223
4,1196,4800,3,7,3,1916,2392.0,2.0,11.60733523953139
6,1096,6305,3,6,3,1975,2104.0,2.0,11.737675724836684
6,1190,7250,4,5,3,1993,2371.0,2.0,12.019749091416921
6,987,1680,3,5,3,1971,1470.0,1.5,11.472113887062386
4,1092,1504,3,4,3,1972,1638.0,1.5,11.356283350762888
5,1325,17541,4,7,3,1948,1734.0,2.0,12.283038316285214
9,1565,5911,5,5,5,2005,3125.0,3.0,12.551437369385376
6,1495,8857,4,5,4,2006,2233.0,2.5,12.054819430660869
9,1766,11778,5,5,5,2008,3517.0,3.5,12.886742304579007
6,1253,10920,3,5,3,1960,2506.0,2.5,11.964007453736912
8,1659,5664,5,5,4,2000,3160.0,3.0,12.535379989788607
6,1643,11500,3,6,3,1966,2825.0,3.0,12.180759965737863
5,1632,25000,3,4,3,1967,3264.0,2.0,11.870606902224587
4,1755,7810,4,6,3,1930,2685.0,2.0,12.144202560946876
5,955,7742,3,7,3,1966,1910.0,2.0,11.751950239425476
4,1029,7943,3,5,3,1961,2058.0,2.0,11.682676678340282
4,864,10500,3,5,3,1971,1728.0,1.0,11.652696102959753
6,1580,10032,3,5,3,1959,2824.0,2.5,11.979805470779858
5,1078,10230,5,7,3,1925,2132.0,1.0,11.736077016252437
6,936,6710,3,5,3,1996,1856.0,2.5,11.849404844423074
7,1173,10625,4,6,3,1974,2226.0,3.0,12.04355959836804
6,1471,3230,3,5,3,1999,2200.0,2.5,12.058158312538197
5,1154,11556,5,9,3,1953,2018.0,1.5,11.863589378812122
9,2696,14300,5,5,5,2003,5542.0,3.5,13.122365377402328
7,1944,9928,3,8,3,1915,2616.0,2.0,12.100161978566867
5,1210,9533,3,5,3,1953,1210.0,1.5,11.541522639947903
7,1734,11645,4,5,4,2005,3468.0,3.0,12.468440756144114
7,1870,11250,4,5,4,2001,2814.0,2.5,12.259618151783465
6,1652,22002,4,7,3,1959,3244.0,2.5,12.206077645517674
6,1125,7200,3,6,3,1976,2166.0,2.0,11.736077016252437
10,2775,13500,4,9,5,1893,4012.0,3.5,12.691583538230217
6,1042,9200,3,5,3,1965,2084.0,2.0,11.989165855127435
10,2332,12474,5,5,5,2007,4014.0,3.5,12.962196972666593
5,1142,4224,3,5,3,1976,2284.0,2.5,11.80560254159177
7,1290,6762,4,5,4,2007,2572.0,3.0,12.206077645517674
7,1782,14450,4,5,4,1979,3564.0,2.5,12.301387370778713
6,2144,159000,4,7,4,1958,3588.0,2.5,12.531776395271262
6,848,4435,4,5,4,2004,1696.0,2.0,11.956976469393481
5,1967,9662,3,4,3,1977,3934.0,2.0,11.960817678718287
5,1109,10500,3,7,3,1971,1481.0,1.5,11.842236406331555
6,1456,2280,4,6,3,1975,2311.0,2.5,11.917730355182513
6,1458,3230,3,5,3,1999,2187.0,2.5,12.07824495582233
4,1204,7692,3,6,3,1954,1620.0,1.0,11.51293546492023
6,1096,9600,3,5,3,1924,1668.0,1.0,11.277215789596893
8,1629,14536,4,5,4,2002,3245.0,3.0,12.506180941677357
8,1341,17227,4,5,4,1999,2682.0,2.5,12.41674272554783
9,1950,14418,5,5,5,2007,3900.0,3.0,12.855792879125431
7,1424,7290,3,8,3,1921,2652.0,2.0,12.031725210748633
6,1320,16500,3,5,3,1971,2552.0,2.5,12.058158312538197
8,2500,13543,5,5,4,2005,3668.0,3.5,12.779875885354993
5,768,7200,3,8,3,1972,1536.0,1.5,11.804855999911272
8,2234,14082,4,5,4,2006,4454.0,2.5,12.998906777477094
7,1804,7500,4,5,3,1999,2798.0,2.5,12.149507585033072
7,1923,10186,4,5,4,1992,2673.0,3.5,12.154784614286667
9,1800,8232,5,5,5,2007,3600.0,3.0,12.823871084500265
5,1073,9571,3,5,3,1956,2146.0,2.0,11.707677772181546
5,876,7480,3,6,3,1972,1752.0,2.0,11.751950239425476
5,792,8520,3,8,4,1923,1416.0,1.0,11.507922973347437
6,1080,9187,3,5,3,1983,2164.0,1.5,11.80560254159177
5,1282,4484,3,6,3,1942,1954.0,2.0,11.59451466851004
5,1214,9170,3,7,3,1965,2428.0,2.0,11.849404844423074
4,1337,8382,3,5,3,1956,2169.0,1.0,11.58989576532275
5,884,15428,3,6,3,1951,1768.0,2.0,11.863589378812122
6,1080,9464,3,7,3,1958,2160.0,1.0,11.820417517632333
5,1347,7000,3,7,3,1910,2464.0,2.0,11.58525542883217
5,1344,6240,3,4,3,1936,2240.0,1.0,11.652696102959753
6,752,7175,3,5,3,1984,1496.0,2.0,11.736077016252437
6,1142,7733,4,5,3,2005,2284.0,1.5,11.845827048676645
5,1134,7000,3,7,3,1960,2144.0,1.0,11.813037464800539
7,2212,13751,4,5,4,2005,3912.0,3.5,12.6410997921206
5,1384,14137,4,5,4,1996,2732.0,3.0,12.088982494773598
6,1456,2280,3,5,3,1978,2311.0,2.5,11.891368749982085
5,1000,13050,3,6,3,1963,2000.0,2.0,12.00762780434872
6,1269,9360,3,8,4,1962,1890.0,1.5,11.80932691294063
3,1610,18600,2,4,3,1938,2582.0,2.5,11.728044909070785
8,2522,7296,4,5,4,2004,4730.0,3.0,12.834683971615659
5,1430,10114,4,5,3,2004,2860.0,2.0,12.063938642041201
6,1329,14267,4,6,3,1958,2658.0,1.5,12.055255569732177
7,1964,10480,3,6,3,1976,2767.0,2.5,12.230770136157428
6,1338,7822,3,3,3,1915,2170.0,2.0,11.429554725537322
7,1959,11070,3,5,3,1988,3866.0,3.0,12.049424683420915
6,1647,7917,3,5,3,1999,2600.0,2.5,12.07254696717504
7,1582,8320,4,5,4,2004,2352.0,2.5,12.132969552931216
6,1320,8064,3,6,3,1948,2088.0,2.0,11.835016210489899
7,2787,11855,3,5,3,2000,3955.0,7.0,12.504327379899443
7,1055,2529,3,6,3,1977,2110.0,2.0,11.908346971208951
6,1570,13200,3,6,3,1958,2965.0,2.0,12.02455676409265
7,2329,11839,4,5,3,1990,3804.0,3.5,12.47717172708952
6,1680,21695,4,9,4,1988,2560.0,3.0,12.310437165348775
5,1180,7830,3,5,3,1970,2360.0,1.5,11.759793355371237
4,1788,11250,3,5,3,1957,2892.0,2.0,11.992266613576142
7,1611,11664,4,5,4,2002,3180.0,3.0,12.429220196836383
6,1266,8012,3,5,3,1980,1896.0,1.5,11.759793355371237
6,987,1680,3,5,3,1972,1470.0,1.5,11.456365695436427
6,984,7200,3,6,3,1930,1968.0,1.0,11.407576060361786
8,2232,11692,4,5,4,1993,3405.0,3.5,12.482002176622577
6,1456,15578,3,5,4,2006,2184.0,2.5,12.059809113551397
6,1336,9610,3,6,3,1958,2457.0,1.5,11.995357787034976
7,1884,7000,5,5,4,2003,2810.0,3.5,12.392141339694389
7,1525,10936,4,5,4,2006,3035.0,2.5,12.238447866288572
6,1285,9620,4,7,3,1977,2528.0,2.5,12.154784614286667
6,1600,8773,3,5,3,1997,2516.0,2.5,12.037659911047468
6,865,10042,3,8,3,1920,1525.0,2.0,11.59451466851004
4,1647,9532,3,6,3,1953,2752.0,2.0,11.938199736300925
5,1604,10998,3,5,3,1941,2588.0,2.0,11.669937760751914
9,1530,12606,4,5,4,2007,3060.0,2.0,12.429220196836383
5,1560,11679,3,5,3,1962,3336.0,2.5,12.111767460549332
9,1905,11670,5,5,5,2006,3810.0,2.0,12.676079399771027
9,2121,14450,5,5,5,2006,4242.0,2.5,12.936754021718041
8,1534,10612,4,5,4,2006,3058.0,2.0,12.278397958261774
5,1676,33983,4,6,3,1977,2836.0,2.5,12.185875040240456
5,1140,12900,3,4,3,1920,2440.0,2.0,11.467321220365207
6,1362,10197,3,5,3,1961,2724.0,2.5,12.001511614739405
7,1404,2160,4,5,4,1999,2076.0,3.5,12.04355959836804
6,1308,10021,4,6,3,1997,1943.0,3.5,12.07254696717504
9,1850,16033,4,5,4,2004,3683.0,3.0,12.694655727828803
